file,line,type,commit,author,date,time,timezone,datetime,depth,length
styles.css,163,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,20
styles.css,164,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,165,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,166,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,13
styles.css,167,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,13
styles.css,168,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,60
styles.css,169,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,10
styles.css,170,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,171,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,172,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,19
styles.css,173,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,26
styles.css,174,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,20
styles.css,175,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,15
styles.css,176,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,177,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,178,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,12
styles.css,179,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,16
styles.css,180,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,10
styles.css,181,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,9
styles.css,182,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,183,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,184,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,15
styles.css,185,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,20
styles.css,186,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,187,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,188,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,17
styles.css,189,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,20
styles.css,190,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,191,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,0
styles.css,192,css,2dac1b3b,stephanieyyue,2025-01-17,23:13:39,-08:00,2025-01-17T23:13:39-08:00,0,13
